nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT04308070,Acute Hemostasis Following the Use of the AQUABEAM® System for the Treatment of Benign Prostatic Hyperplasia III,PROCEPT BioRobotics,INDUSTRY,,0,,INTERVENTIONAL,26.0,2017-07-18,COMPLETED,Benign Prostatic Hyperplasia,1,procept biorobotics,procept biorobotics,1,NA,0,0.26075,0.1705,0.802,0.4,0.0,0.4490125,0
NCT06986070,Investigation of Small Mobile Stem Cells (SMS Cells) in Participants With Chronic Obstructive Pulmonary Disease (COPD).,SMSbiotech,INDUSTRY,,0,PHASE1,INTERVENTIONAL,18.0,2025-06-13,RECRUITING,Chronic Obstructive Lung Disease,1,smsbiotech,smsbiotech,1,PHASE1,0,0.26075,0.10075,0.802,0.3,0.0,0.42703749999999996,0
NCT01432470,Study of Oxytocin to Treat Vaginal Atrophy in Postmenopausal Women,PepTonic Medical AB,INDUSTRY,,0,PHASE2,INTERVENTIONAL,74.0,2010-08,COMPLETED,Postmenopause; Vaginal Atrophy,3,peptonic medical ab,peptonic medical ab,1,PHASE2,0,0.531,0.439,0.802,0.6,0.0,0.6004499999999999,0
NCT00967070,Skin Sensitization Potential of a New Nicotine Patch,McNeil AB,INDUSTRY,,0,PHASE1,INTERVENTIONAL,257.0,2005-05,COMPLETED,Smoking Cessation,1,mcneil ab,mcneil ab,1,PHASE1,0,0.26075,0.7335,0.802,0.3,0.0,0.4903125,0
NCT00366873,Evaluation of Mineral Absorption in Infants Fed Infant Formula,Mead Johnson Nutrition,INDUSTRY,,0,,INTERVENTIONAL,44.0,2006-09,COMPLETED,Healthy,5,mead johnson nutrition,mead johnson nutrition,2,NA,0,0.59925,0.303,0.5527500000000001,0.4,0.0,0.4935,0
NCT03850873,A Phase I Study of TQB3616 on Tolerance and Pharmacokinetics,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,40.0,2019-05-20,COMPLETED,Advanced Breast Cancer,4,chia tai tianqing,chia tai tianqing,3,PHASE1,0,0.5685,0.279,0.47650000000000003,0.3,0.0,0.43865,0
NCT01200173,"Effect of the Consumption of a Fermented Milk on Common Infections in Children Aged 3-6 Years, Attending Day Care Centers",Danone Global Research & Innovation Center,INDUSTRY,,0,,INTERVENTIONAL,600.0,2006-11,COMPLETED,Common Infectious Diseases,1,danone global research and innovation center,danone global research and innovation center,4,NA,0,0.26075,0.87875,0.43674999999999997,0.4,0.0,0.39199999999999996,0
NCT00431769,An Efficacy and Safety Study of Bortezomib Re-treatment in Multiple Myeloma,Janssen-Cilag International NV,INDUSTRY,,0,PHASE2,INTERVENTIONAL,130.0,2006-06,COMPLETED,Multiple Myeloma,38,johnson and johnson,johnson and johnson,4,PHASE2,0,0.8675,0.58725,0.43674999999999997,0.6,0.0,0.6052124999999999,0
NCT00325169,SERETIDE Plus Tiotropium Versus Individual Components,GlaxoSmithKline,INDUSTRY,,0,PHASE2,INTERVENTIONAL,41.0,2005-12,COMPLETED,"Pulmonary Disease, Chronic Obstructive",5,gsk,gsk,76,PHASE2,0,0.59925,0.2905,0.060250000000000026,0.6,0.0,0.34987499999999994,0
NCT05598983,Non-contact Proactive Remote Monitoring of COPD Exacerbations,Life Detection Technologies,INDUSTRY,Royal Free Hospital NHS Foundation Trust,1,,OBSERVATIONAL,75.0,2023-05-15,RECRUITING,COPD Exacerbation,1,life detection,life detection,1,NA,0,0.26075,0.4445,0.802,0.4,0.0,0.47641249999999996,0
NCT02683083,"Study to Evaluate the Safety, Biodistribution, Radiation Dosimetry and Tumor Imaging Potential of [131I]-SGMIB Anti-HER2 VHH1 in Healthy Volunteers and Breast Cancer Patients",Precirix,INDUSTRY,,0,PHASE1,INTERVENTIONAL,9.0,2016-10,COMPLETED,Healthy Volunteers; Breast Cancer,1,precirix,precirix,1,PHASE1,0,0.26075,0.03425,0.802,0.3,0.0,0.42038749999999997,0
NCT07052383,Safety and Efficacy of DIT309 in Advanced Bone and Soft Tissue Sarcomas,Tcelltech Inc.,INDUSTRY,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",1,PHASE1,INTERVENTIONAL,15.0,2025-11-06,RECRUITING,Osteosarcoma; Soft Tissue Sarcoma,1,tcelltech,tcelltech,1,PHASE1,1,0.26075,0.08,0.802,0.3,1.0,0.47496249999999995,0
NCT04392583,Safety and Performance of ENTACT Septal Staple System for Septoplasty,"Smith & Nephew, Inc.",INDUSTRY,,0,,OBSERVATIONAL,40.0,2020-10-22,COMPLETED,Septoplasty,3,smith and nephew,smith and nephew,2,NA,0,0.531,0.279,0.5527500000000001,0.4,0.0,0.4672125,0
NCT01565083,A Study to Assess Efficacy and Safety of Pertuzumab Given in Combination With Trastuzumab and Vinorelbine in Participants With Metastatic or Locally Advanced Human Epidermal Growth Factor Receptor (HER) 2-Positive Breast Cancer,Hoffmann-La Roche,INDUSTRY,,0,PHASE2,INTERVENTIONAL,213.0,2012-04,COMPLETED,Breast Cancer,80,roche,roche,43,PHASE2,0,0.9425,0.69125,0.16749999999999998,0.6,0.0,0.5476249999999999,0
NCT00355641,Long-Term Safety Of Ropinirole XR In Patients With Restless Legs Syndrome,GlaxoSmithKline,INDUSTRY,,0,PHASE3,INTERVENTIONAL,450.0,2005-10,COMPLETED,Restless Legs Syndrome,65,gsk,gsk,76,PHASE3,0,0.9245,0.8365,0.060250000000000026,1.0,0.0,0.5783125,0
NCT03931941,Microbiota Restoration Therapy for Recurrent Clostridium Difficile Infection (PUNCH CD3-OLS),Rebiotix Inc.,INDUSTRY,,0,PHASE3,INTERVENTIONAL,793.0,2019-07-30,COMPLETED,Clostridium Difficile Infection; Infection; Communicable Diseases,51,rebiotix,rebiotix,1,PHASE3,0,0.90125,0.9095,0.802,1.0,0.0,0.8370875000000001,0
NCT01983241,"Efficacy and Safety of Alpha1-Proteinase Inhibitor (Human), Modified Process (Alpha-1 MP) in Subjects With Pulmonary Emphysema Due to Alpha1 Antitrypsin Deficiency (AATD)",Grifols Therapeutics LLC,INDUSTRY,,0,PHASE3,INTERVENTIONAL,345.0,2013-11,ACTIVE_NOT_RECRUITING,Pulmonary Emphysema in Alpha-1 PI Deficiency,52,grifols,grifols,1,PHASE3,0,0.90425,0.78825,0.802,1.0,0.0,0.8260124999999999,0
NCT02075554,Study of an Expandable Interbody Device for the Lumbar Spine,Globus Medical Inc,INDUSTRY,"Mt. Sinai Medical Center, Miami; Carolina Neurosurgery & Spine Associates",2,,INTERVENTIONAL,58.0,2012-07,COMPLETED,Degenerative Disc Disease,2,globus,globus,1,NA,1,0.4805,0.37225,0.802,0.4,1.0,0.5961000000000001,0
NCT01731054,Functional MRI in Lupus Nephritis,Biogen,INDUSTRY,,0,,OBSERVATIONAL,50.0,2013-06,COMPLETED,Healthy; Lupus Nephritis,4,biogen,biogen,7,NA,0,0.5685,0.3365,0.38425,0.4,0.0,0.42711249999999995,0
NCT05837754,A Study to Assess the Gut Health Effects of Oil Compound on Healthy Adults,Vedic Lifesciences Pvt. Ltd.,INDUSTRY,,0,,INTERVENTIONAL,102.0,2023-04-04,COMPLETED,Gut Health,7,vedic lifesciences pvt,vedic lifesciences pvt,1,NA,0,0.6405,0.53075,0.802,0.4,0.0,0.61795,0
NCT07293754,An Early Phase Trial of RPTR-1-201 in Advanced Solid Tumors,Repertoire Immune Medicines,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,150.0,2025-12-12,RECRUITING,Advanced Malignant Solid Tumor,1,repertoire immune medicines,repertoire immune medicines,1,PHASE1,1,0.26075,0.61025,0.802,0.3,1.0,0.5279874999999999,0
